ID,dataset,diversity,moral,market,innovation,ethnic_cultural,gender,sexual_ori,age,ability,religion,text
x1217524350364147713,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"By investing in sustainability, talent &amp; digital, the #EU will show the world how to create long term value. Our Managing Partner for EU Institutions, Alessandro Cenderello, discusses this in his latest blog. #BetterWorkingWorld #WEF20 https://t.co/wN"
x940503791379582976,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,".@Randstad’s Workmonitor Q4 2017 survey: 85% say staying #Employable is own responsibility: https://t.co/RAbTGRCJ28. What do you think in era of #WarWarTalent + #SkillsShortage? You, you + employer, you + government, or all three? #FutureOfWork #HRO #HR"
x873117520659492864,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"#Fugro's #permafrost solution measures, models and interprets sub-surface conditions. https://t.co/1q37jmHwTc AskFugro #geohazard https://t.co/mw4Tt8cC5o"
x1383103067072122888,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Leaders are starting to see a viable path forward to the new reality, now that we have not just one, but multiple vaccines approved for use. Read more from our Global Head of Clients &amp; Markets, Gary Reader: https://t.co/RfLs5pHTL6 #CEOoutlook"
x1287778551333367808,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"The 1.5 metres rule will be sticking around at Schiphol! Wherever you go or stand, you’ll see stickers to remind you and your fellow travellers about the distancing measures. https://t.co/vbsFG5UFhO"
x1035085278606761985,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Every 3 seconds someone in the world receives a #medicaldevice enabled by @DSM technology that brightens her/his quality of life._x000D_
Purpose led. Performance driven: @DSM in #Biomedical. Beyond Science to Solutions https://t.co/mhT7p3zoWR via @YouTube"
x945662452569657349,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Happy holidays to all! https://t.co/ZZpyPWdzwP
x923595933002190848,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Got what it takes? Test your IT knowledge and win @WilliamsRacing goodies or tickets to a F1 race! https://t.co/J6JGci0LhJ #ITcareer #STEM https://t.co/YLGw5NhQXP
x1167025498419056640,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"This is a key step towards decarbonisation in the steelmaking industry_x000D_
#steelmatters https://t.co/DPiS1HieUp"
x912372453476831232,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,#DidYouKnow steel is the world's most recycled material with over 650 million tonnes recycled yearly ♻ #RecycleWeek @TataSteelPackag https://t.co/1MDWfPbPuP
x1383080334254866433,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"More #FridayFeelGood... #DYK that steel helps people during natural disasters? Thanks to the unique strength and durability of steel products, the effects of earthquakes, storms, flooding and other catastrophes are mitigated. #MoreThanJustSteel #SteelMatt"
x1187380763513229314,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Here's an interesting article outlining how hydrogen could be used as a mainstream replacement to coal in steelmaking by 2030. This would be a vital step in the decarbonisation of the industry! https://t.co/U1quDxAlDS  #steelmatters https://t.co/0FXHxrd6g
1449,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3139,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"A day without a worry, without illness or handicap. Last Saturday, 60 children experienced an unforgettable day with the foundation called ‘Hoogvliegers’. Check the video!"
9731,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sunsilk ambassador and headline Mendy Indigo has defied the odds to become a global sensation in techno music. Find out how some of our biggest beauty brands – and the role models they support – are inspiring the world’s young women to dream big. http://b
4018,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
123,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"Standing in full support of the LGBTI+ community, 🏳️‍🌈 we recognize today as the International Day Against Homophobia, Transphobia and Biphobia. Can you believe that it was on this date only 31 years ago that the World Health Organization (WHO) declassi"
4,3,Yes,No,No,No,No,No,No,No,No,No,"#Diversity – Of the people, celebrated everyday."
26,3,Yes,No,No,No,No,No,No,No,No,No,"Today, we were named number 3 on DiversityInc’s 2016 Top 50 Companies for Diversity list. This marks the our 8th consecutive year ranked in the top 10 and the 13th time overall in the top 50 – solidifying our position as the top professional services firm"
138,3,Yes,No,No,Yes,No,No,No,No,No,No,"If you don’t embrace differences, how will you achieve long-term value? Diversity of background, perspective and identity is fundamental to driving innovation in an increasingly complex world. Join the conversation as we look to the World Economic Forum A"
52,3,Yes,No,No,Yes,No,No,No,No,No,No,"At Philips, we believe diversity and inclusion drive innovation. Regardless of who you are or how you identify, life is better when #youareyou."
7,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"#YoungEntrepreneursAwards winner 3, Chap Chap. Reliable, digital business records which open the door to financial inclusion. It’s a lifeline for many businesses. They've already helped 5,000 businesses in Uganda. How do they do it? https://bit.ly/2X6MfCH"
142,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Our celebration of literature began at the #TataSteelBhubaneswarLiteraryMeet2020 before moving to Kolkata for #TataSteelKalam2020 & now we move onto Ranchi for the #TataSteelJLM2020. Be a part of Jharkhand's rich and diverse literary & cultural extravagan
92,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"A year ago Knorr and @WWFUnitedKIngdom published their Future 50 Foods report, listing the plant-based foods that are good for the planet and healthy for us. In just 12 months, what started off as a thought-leadership article has taken on a life of its ow"
99,3,Yes,No,No,No,No,No,No,No,No,No,"Dedicated to spreading awareness about our diversity and inclusion initiative - Mosaic, we are pleased to announce the launch of our brand new platform. Visit the site to know more: http://bit.ly/2m1OIdv"
114,3,Yes,No,No,Yes,No,Yes,No,No,No,No,"""These are exciting times. There are new opportunities in every sector. And it is in these disruptive times when innovation and fresh thinking are needed like never before. Gender diversity is critical to achieving this. So there’s never been a better tim"
76,3,Yes,Yes,No,No,No,No,No,No,Yes,No,"In line with our commitment to build an inclusive society, we organised the inaugural edition of the Sabal Awards. The Sabal Awards are designed as a step forward to reach out to several exemplary people who are engaged in contributing to the larger cause"
14,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Watch Today at the World Economic Forum with EY: Jason Karaian, Global finance and economics editor at Quartz speaks to Ann Cairns, Vice Chairman - Mastercard and Jay Nibbe, our Global Vice Chair – Markets about building trust and digital inclusion in the"
127,3,Yes,No,No,No,No,No,No,No,No,No,"“Diversity in my view is actually an outcome of building a culture of inclusion in your organization.” John Veihmeyer, Chairman, KPMG, latest blog on building an inclusive culture. http://bit.ly/2od8LY1"
149,3,Yes,Yes,No,No,No,Yes,No,No,No,No,"Promoting diversity and inclusion to ensure equal opportunities for all employees, we are excited to deploy women in all sections of our mines. Our Women@Mines initiative aims to widen the career opportunities for women who wish to be a part of Tata Steel"
141,3,Yes,No,No,No,No,No,Yes,No,No,No,"June is international Pride month. At Arcadis, diversity, inclusion and belonging matters. We support this with #ProudToBeMe – stronger, united and proud of our diversity. #ProudtobeMe #Pride2020"
60,3,Yes,No,No,No,No,No,Yes,No,No,No,"June might be coming to an end, but Pride isn’t. Happy International Pride! 🌈 #diversity #inclusion #pridemonth"
89,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Tata Wiron is the preferred supplier of steel wires across diverse industry segments, ranging from construction, automotive and power to general engineering and retail. Providing higher strength, better corrosion resistance and improved formability and du"
32,3,Yes,No,No,Yes,No,No,No,No,No,No,Diverse and inclusive teams are essential for uncovering different perspectives and solving complex problems. Proud that EY has been named the #1 professional services'employer in the @UniversumGlobal 2019 D&I Index #BetterWorkingWorld #DIindex2019 http:/
147,3,Yes,No,Yes,No,No,No,No,No,No,No,"We are embracing technological disruption and changing work patterns to help ensure we have the diverse talent to better serve our clients. Over two million people applied to work at EY in FY17 and while we continue to seek traditional business skills, we"
58,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"From the emergence of new tools to hiring people with diverse skills, auditing has come a long way in the past five years. Take a look at our five reasons that truly make us proud to be auditors. http://spr.ly/61821BlPY::https://www.ey.com/en_gl/auditor-"
88,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Our Noamundi Iron Mine won the 'Most Innovative Environmental Project Award’ (Bio diversity category) in the 4th edition of CII Environmental Best Practices Award 2017.
13,3,Yes,No,No,No,No,No,Yes,No,No,No,We're better together. Celebrate diversity! 🏳️‍🌈✨
25,3,Yes,No,No,No,No,No,No,No,No,No,We are proud to be #1 on the DiversityInc 2017 list of Top 50 Companies for Diversity. Congratulations to our EY people and all companies honored for their commitment to diversity and inclusiveness in the workforce! #DITop50 http://spr.ly/6180852Ck
28,3,Yes,No,No,No,No,No,No,No,No,No,"As this new decade begins, Tata Steel reiterates its commitment to a digital, sustainable, diverse and inclusive future. The work on our vision for tomorrow continues. #TataSteel #LeadershipSpeak #TomorrowBeginsToday #LifeAtTataSteel #GreatPlaceToWork #We"
69,3,Yes,Yes,No,No,No,No,No,No,No,No,An environment which fosters acceptance and respect for diversity is essential to ensure #EquityForAll. Our efforts aim to bring about a cultural transition to mitigate discrimination at workplace or otherwise by raising awareness and initiating policies 
44,3,Yes,No,No,No,No,No,No,No,No,No,"#LeadershipSpeak - Challenges & obstacles may come and go, but there is no boulder strong enough to knock off the determination of a woman! This #IWD2018, our CEO & MD TV Narendran emphasises on the importance of having sound diversity & inclusive policie"
131,3,Yes,Yes,No,No,Yes,No,No,No,No,No,Black employees only make up approximately 4.7% of executive team members in the Fortune 100. They hold only 6.7% of the 16.2 million managerial-level jobs. The need to tackle racial under-representation in business is urgent. That’s why we’re joining Wor
30,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"For 112 years, since our foundation in 1907, we have kept alive the tradition of creating the future. The recent example being Tata Steel Kalinganagar’s inclusion in the World Economic Forum's Global Lighthouse Network. The ‘Lighthouses’ are chosen for th"
110,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Around half a billion people across the globe are smallholder farmers, who rely on modest plots of land to provide food for themselves and to sell. But they often sell their best crops, leaving them with a diet that lacks essential vitamins and minerals. "
122,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Tata steel has been committed and dedicated towards the awareness & protection of the environment. Here is another initiative #JaibaKalaVividhata, a bio-diversity festival where art was used to spread awareness on the importance of biodiversity."
85,3,Yes,No,No,Yes,No,Yes,No,No,No,No,"Once again listed on Fortune's 25 Most Powerful Women list, coming in at #13 is our CEO Nancy McKinstry. We believe that diversity at all levels in the company drives innovation and is a critical part of our talent strategy."
129,3,Yes,No,No,No,No,No,No,No,No,No,"Some good news: Our Global D&I Steering Committee has been named #1 on the DiversityInc Top 50 Companies for Diversity Councils. Despite turbulent times, we need to make sure diversity stays at the top of the agenda. #BetterWorkingWorld #DITop50 http://sp"
68,3,Yes,No,No,No,No,Yes,No,No,No,No,Talking #genderdiversity at DSM. Watch the movie with CFO & Member of the Managing Board Geraldine Matchett and join the dialogue! > http://bit.ly/DSMGenderdiversity::https://www.dsm.com/corporate/careers/trending-topics/gender-diversity.html
36,3,Yes,No,No,No,No,No,No,No,No,No,"We’ve received a score of 90 on the Human Rights Campaign's 2015 Corporate Equality Index, which recognizes our commitment to a diverse and inclusive workforce! Here’s more:"
146,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"We have a responsibility to show LGBT+ people that no matter where they sit in the world, EY supports and stands with them. EY is #ProudToBelong. #IDAHOTB http://spr.ly/6181y8J79::https://www.ey.com/en_uk/diversity-inclusiveness/nine-ways-to-advance-lgbt"
12,3,Yes,Yes,No,No,Yes,No,No,No,No,No,"Today, we want to share an update on our commitments to support racial equality and inclusivity in our own workplace and in the broader society. Click the link to read our full statement: https://bit.ly/37FsmIc::https://www.ikea.com/us/en/this-is-ikea/ne"
140,3,Yes,No,No,No,No,No,No,No,No,No,EY's Beth Brooke-Marciniak on inclusive leadership and diversity at workplace. Read more here http://spr.ly/6183BXhYl #WEF16 #LGBT
74,3,Yes,No,Yes,No,No,No,No,No,No,No,"We want to rid advertising of stereotypes once and for all, and promote a more inclusive representation of people. That’s why we will increase the number of our ads that include people from diverse communities, both on screen and behind the camera. Just o"
54,3,Yes,No,No,Yes,No,No,No,No,No,No,"Diversity is about individual differences. We believe that we can benefit from everyone’s talents if we leverage these differences and create an inclusive working environment. We want all of our people to feel valued, so that they are able to bring their "
x986580262879465472,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Denny Ho and Jasmine Zhang talk us through the different moods you can achieve by using our diverse #HeartWood palettes: “When we #design for our clients we like to create a more #natural look, where they could get in touch with mother nature”🌱🌳. #CF18 "
x1087403414533873665,1,Yes,No,No,No,No,No,No,No,No,No,"According to @BillThomas_KPMG, if we want to secure inclusion and diversity for all by 2030 we need to up the game https://t.co/LHYbsRTbRw #FutureIsInclusive #WEFLIVE #WEF19 https://t.co/H4Oi2Al4Xb"
x1424687148737863687,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"A brief history of 200 years of climate science, with a diverse cast of characters including a distant relation of @GretaThunberg_x000D_
https://t.co/8nDZvob3y4_x000D_
via @Kelly_Macnamara"
x913031717614694401,1,Yes,No,No,No,No,No,No,No,No,No,Wishing my @DSM colleagues a successful and inspiring #20WINconference. At DSM we strive to be #diverse and #inclusive. https://t.co/IvUnmOO4ah
x723186242108702721,1,Yes,No,No,No,No,No,No,No,No,No,The new composition of the Supervisory Board endorses our inclusive &amp; diverse company culture at @Wolters_Kluwer https://t.co/1aWZvsxMvg
x1368924603540664334,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,It’s national Meatless Week in The Netherlands @weekzondervlees for a more diverse and sustainable diet. What if we could make people eat less meat without them knowing it? Check out alumna Charlotte de Wit’s meaty trick at https://t.co/vtYCib8w3b #delftd
x1245274547756154880,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Now, more than ever, we’re proud of @JazzCash’s role in encouraging financial inclusion in Pakistan. Free P2P transfers and telemedicine support are just two ways @JazzCash is helping those at home. #digitalPakistan @CaseForChange @GSMA https://t.co/DwWEC"
x1235912220548218881,1,Yes,No,No,No,No,No,No,No,No,No,.@ericsson has pledged to boost inclusion &amp; drive positive change within the tech sector. Thank you! Together we can #ChangeTheFace of technology. Join us here: https://t.co/6kORW2DcIH
x1400460341914472450,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,"We condemn racism and are committed to #diversity and social #justice across RELX. Discover how we are working to drive lasting change, both within our business and in the communities where we live and work globally: https://t.co/HohIbFxj8D #DiversityAndI"
x1223222021401849856,1,Yes,No,No,No,No,No,No,No,No,No,"""The evidence in favor of #diversity &amp; #inclusion is overwhelming. The progress is slow.""_x000D_
_x000D_
@KellyGrierEY and @bradkeywell Founder &amp; CEO @Uptake discuss the hot topics at #WEF20 with Mark Thompson, CEO @nytimes #BetterWorkingWorld htt"
x913019999555657728,1,Yes,No,No,No,No,No,No,No,No,No,Engaging discussions happening already with @dsm people at #20WINConference proud to work at a place that's passionate about inclusion! https://t.co/CuNLlS9kTk
x1328004834889437193,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"We are helping a diverse range of organizations transform – from entertainment to health, and from digital infrastructure to transport. Explore how you can create long-term value for all stakeholders. #ReframeYourFuture"
x1412824257160175616,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,"We condemn racism and are committed to #diversity and social #justice across @RELXHQ. Discover how we are working to drive lasting change, both within our business and in the communities where we live and work globally. #RELXDiversity https://t.co/M7WcleT"
x1107612927224356864,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"DSM is participating in Food Ingredients China 2019 in Shanghai, China (Booth: 51N40/51O41) to showcase the latest innovative ingredients and solutions that address the sophisticated and diverse health needs of the world’s growing population. https://t.co"
x864031191221100545,1,Yes,No,No,No,No,No,No,No,No,No,BUdirector DSM Functional Materials @AukjeDoornbos talks about #diversity.Join the dialogue&gt; https://t.co/A3lunBlpJt https://t.co/cXZ7oZ7Pax
x1111712156507140096,1,Yes,No,No,No,No,Yes,No,No,No,No,Why is gender #diversity important in the alternative investments sector? Learn more here: https://t.co/Yecwwz2XGk
x517314323111510017,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"We have just been included in FTSE4GOOD, building on our earlier inclusion in MSCI sustainability Idx this year. Well done team! #challenger"
x1220280249017126917,1,Yes,No,No,No,No,No,No,No,No,No,Proud of @Wolters_Kluwer for being selected as one of AMERICA'S BEST EMPLOYERS FOR DIVERSITY! https://t.co/jZuB41d3AI👍👏🙌🙏 #diversityinaction
x1237030840133091330,1,Yes,No,Yes,No,No,No,No,No,No,No,"For KPMG Alliances, collaboration and diversity are key to success – as individuals, as a team, and to better serve clients. The future is together. #IWD2020 #EachForEqual #futureisinclusive https://t.co/3TUy2z20DK"
x540838313750695936,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Last Wednesday we celebrated musical diversity and saw some great acts from ASML employees. http://t.co/quYyW1oUwp
x1204482141926645761,1,Yes,No,No,Yes,No,No,No,No,No,No,Diverse and inclusive teams are essential for uncovering different perspectives and solving complex problems. Proud that EY has been named the #1 professional services employer in the @UniversumGlobal 2019 D&amp;I Index #BetterWorkingWorld #DIindex2019 ht
x1267544905351606272,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"JazzCash is growing in popularity in Pakistan, helping to improve financial inclusion and build a digital economy. #DigitalPakistan #fintechnews https://t.co/o8we1QIyz1"
x854530681094889472,1,Yes,No,No,No,No,No,No,No,No,No,"Hear our people share why #Equality, #Diversity &amp; #Inclusion is important to them. Watch our latest video: https://t.co/aq3pevwuew https://t.co/Arr2J56V36"
x1047413262621597696,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,#NovaScotia 🇨🇦 is home to a thriving and diverse #marinebiotech ecosystem. We are a world leader in omega-3 fatty acid supplements with companies like Nature's Way Canada and @DSM Nutrition Products exporting from our province. Learn more: https://t.co/
x1021317184834990081,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,#MondayMotivation @TataSteelLtd is one of the most geographically diverse steel producers with operations in 26 countries globally 🌍 https://t.co/Z4ASdiHhnr
x773801958419333120,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,ING receives top marks for climate strategy &amp; financial inclusion and rises in DJSI published today by @RobecoSAM. https://t.co/mBbaM5i7lx
x972000359383052288,1,Yes,No,No,No,No,No,No,No,No,No,"Proud of our leaders who champion #diversity like @cchaustralia’s HR Director Lisa Christy, featured in @HRDAustralia. https://t.co/dvVVrGzWaN"
x261101041423089664,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"#Spotlight #Vacancy #Brunel #IT. Keywords: Challenging, exciting, diverse, and worlwide travel. Interested? http://t.co/DtD4rqXY"
x918392036813889536,1,Yes,No,No,No,No,No,No,No,No,No,Proud to be part of @DSM. A company that cares about #diversity and cares about #sustainability. https://t.co/undwW92ZVS
x114310149023334400,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Joachim Horn: Now focus on technology! Diverse infrastructure across Europe and Eurasia #cmd2011
x1410526732881379328,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"As our #TUDelftAI month has come to an end, we look back at a diverse and exciting collection of articles. AI remains a complex and challenging topic but it does not need to be. These online #tudelft courses might be just what you need to make sense of AI"
x998957042135117825,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Discover the ways AI is making companies more efficient, diverse and responsive to employee concerns here: https://t.co/Hu7WDasnqL https://t.co/2aeiqV0ofp"
x953892225015980032,1,Yes,No,No,Yes,No,No,No,No,No,No,"A fresh day will bring fresh ideas! We know that a great idea can come from anyone, so we foster a melting pot of different backgrounds, talents and passions. We are proud of that diversity. It makes us stronger. https://t.co/rZeeyHcY0N"
x1221531038892953600,1,Yes,No,Yes,No,No,No,No,No,No,No,"""There is a real danger that biases are being built into the system.""_x000D_
_x000D_
@AndyBaldwin_ and @AnnMCairns discuss #diversity, #sustainability and delivering value for all stakeholders at #WEF20 #BetterWorkingWorld @Mastercard https://t.co/sx5X6hD"
x824904865763581952,1,Yes,No,No,No,No,Yes,No,No,No,No,"Do you want to team up with our power women? Read more &gt; https://t.co/bMyDdBEZAN _x000D_
#diversity #career https://t.co/nBDKjEqklB"
x965953621740412928,1,Yes,No,No,No,No,Yes,No,No,No,No,"Nancy McKinstry, Wolters Kluwer CEO, will be joining industry leaders for a @Columbia_Biz - London Alumni Chapter panel about gender diversity in the boardroom, February 22. https://t.co/SQBbkBoRAM https://t.co/zwkONSD6Fw"
x1220284912533692416,1,Yes,No,No,No,No,No,No,No,No,No,Today's topic at #WEF is all about inclusion &amp; diversity in the workplace. Do you think organizations are implementing change at the right pace? https://t.co/kCy4v2fMe0 #WEFLIVE
x1405869627486478337,1,Yes,No,No,No,No,No,No,No,Yes,No,"Supporting an inclusive and diverse construction sector, BAM Nuttall achieves Disability Confident Employer, Level 2 https://t.co/uZ0ZjCo7HR https://t.co/7mV0vyibWY"
x1392525970549190659,1,Yes,No,No,No,Yes,No,No,No,No,No,"To mark the launch of the 2nd series of our 'Unique Contributions' #podcast, we speak with one of the most influential Black executives in corporate America, Femi Richards, about race, racism &amp; #SocialJustice. Listen here 🎧 https://t.co/TGuUFGYFve_x0"
x1237468301904805888,1,Yes,Yes,No,No,No,Yes,No,No,No,No,"If we all focus on the ‘S’ in ESG – driving Social change, that includes gender parity and diversity. https://t.co/r9gnBDvkOy #IWD2020 #EachforEqual"
x962692795520700416,1,Yes,No,No,Yes,No,No,No,No,No,No,#Diversity and #inclusion can help build a company's reputation and allow them to fully leverage ALL talent. Both contribute to improved organizational performance. #BusinessCase
x1265948448152522752,1,Yes,No,Yes,No,No,No,No,No,No,No,#tbt to the launch of #ChangeTheFace in March. A lot has happened since then but our goal remains - we want to change the face of the tech industry and make sure it truly represents our diverse society. https://t.co/OXiVwgv0rR
x1219530117405388800,1,Yes,No,No,No,No,No,No,No,No,No,"Stay tuned today to hear more about saving the planet, education, diversity and work on #WEFLIVE https://t.co/I9BoyfJKnb https://t.co/itwqHHtotS"
x1232357241921134592,1,Yes,No,No,No,No,No,No,No,No,No,Bravo to @T2TeaOfficial on achieving @BCorporation certification for its work on sustainability and inclusion. #BTheChange #BCorp #T2tea #T2gether https://t.co/dG8K4cjpkM https://t.co/HQRoweEHMk
x1236925979710324736,1,Yes,No,Yes,Yes,No,Yes,No,No,No,No,"Speak up, speak out. Event organiser Bizzabo found that 69% of event speakers were male. Diverse panels can reflect society and bring new ideas to the table. #IWD2020 https://t.co/gfaZlNEsrz https://t.co/o7qeQdPyGc"
x1354489224129609731,1,Yes,Yes,No,No,Yes,No,No,No,No,No,".@ReedExhibitions has pledged to donate $1M over the next 5 years to selected not-for-profit partners around the world who are working to improve #RacialEquality, #inclusivity &amp; #diversity. _x000D_
_x000D_
Learn more: https://t.co/LlJCPAcumo via @Exhi"
x1065628474361217024,1,Yes,No,No,No,No,No,No,No,No,No,"In her latest blog, discover the mission that motivates Isabelle Deschamps, Group General Counsel and Member of the Executive Committee — promoting diversity and inclusion in the workplace. Read more: https://t.co/u1sXnEB30L #Diversity #Inclusion #AkzoNob"
x1016967296722579456,1,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Multiple generations in your workforce means different levels of experience and energy. This can result in a positive impact on your operations. Learn why age diversity matters. Accelerate your business with an age-diverse workforce https://t.co/Mf32RC4vK
x1440360969142603781,1,Yes,No,No,No,Yes,No,No,No,No,No,"As we honor the contributions of Hispanic Americans during #HispanicHeritageMonth, we are reminded that our country's diversity is our biggest strength. #ElsevierDiversity https://t.co/lthTjwVn7M"
x1276071309672357889,1,Yes,No,No,No,No,Yes,No,No,No,No,"This week at BAM we celebrate International Women in Engineering week. BAM is proud of the excellent work carried out by the inspirational and dedicated women in our organisation. _x000D_
_x000D_
#INWED2020 #BAM #WomenInSTEM #ShapeTheWorld  #Diversity #in"
x1364622413976260614,1,Yes,No,Yes,No,No,No,No,No,No,No,Elsevier is one of the Top 26 Employers That Value #Diversity and Offer #FlexibleWork. Job seekers are often on the lookout for companies that are  diverse &amp; flexible. #Elsevier is known for both. #elsevierlife #discoverelsevier https://t.co/MwEgCsGTx
x987320217410899968,1,Yes,Yes,No,No,No,Yes,No,No,No,No,#diversity RT @BAMNuttall Last night Emily Short @EmShort1 received the inaugural Women in Rail Award and Brian Walton was named Inspirational Man of the Year. So proud to be a company striving for gender inclusivity in our sector. Congratulations to all 
x1062787145864282120,1,Yes,No,No,No,No,Yes,No,No,No,No,"What an inspiring day at #WOF2018 full of networking, diversity and inclusion! We heard incredible stories from so many amazing speakers and gained a great deal of insight on female leadership. 🌟_x000D_
_x000D_
@womenoffuture @GabrielaTennhar @AlisonMacl"
x1437338631090356225,1,Yes,No,No,No,No,No,No,No,No,No,"standing out: insights from outstanding employer brands._x000D_
An interview with Kamila Heitzman, HR expert in the employer branding and diversity &amp; inclusion centre of expertise at ING Tech: https://t.co/4o1npyYNJh_x000D_
_x000D_
#employerbranding #"
x1233064133471412225,1,Yes,No,No,Yes,No,No,No,No,No,No,"“I think #trust &amp; #diversity, having a wider set of people looking at the #data, the type of data, the #bias in data, all of these things are really essential for big companies.""_x000D_
_x000D_
- Lili Cheng @Microsoft _x000D_
@EYnews #AI @Jeff__Wong_x"
x1395763733478137864,1,Yes,Yes,No,No,Yes,No,No,No,No,No,"Across RELX we are proud to recognize the World Day for Cultural Diversity because we understand that bridging the gap between cultures is urgent and necessary for peace, stability and development. #CulturalDiversity #RELXDiversity https://t.co/dvMM8iJXC8"
x1004624437549953024,1,Yes,No,No,No,No,No,No,No,No,No,See what @wkhealth CEO Diana Nole had to say in an interview with @NECN about the connection b/w @Wolters_Kluwer and @wkhealth and the work they do mentoring in their respective industries to promote diversity &amp; collaboration in the work environment. 
x1395701655694307330,1,Yes,No,No,No,No,No,No,No,No,No,"● Climate _x000D_
● Education _x000D_
● Equality &amp; inclusion _x000D_
● Food &amp; nutrition _x000D_
● Nature _x000D_
● Plastic &amp; waste _x000D_
● Water, health &amp; hygiene_x000D_
_x000D_
As a business, we’re driving systemic change on these issue"
x1328276654108663809,1,Yes,No,No,No,No,No,No,No,No,No,"On this International Day for Tolerance, we recognize how wonderfully diverse people are. We recently created a guide to inclusive leadership for our employees that helps us celebrate🎊 all the ways in which we’re different. #PeoplePlanetPaint #Diversity "
x1388086809922572291,1,Yes,No,No,No,No,No,Yes,No,No,No,"According to @WorkplacePride, RELX is one of the ‘absolute’ global forerunners when it comes to the #inclusion of #LGBTI colleagues. RELX proudly achieved a score of 100% on various components of the benchmark, such as inclusive policy and communication. "
x1397969457688072195,1,Yes,No,No,No,No,No,No,No,No,No,"How do you meaningfully advance #inclusion &amp; #diversity? Listen to our latest #podcast episode where Kumsal Bayazit, @ElsevierConnect's first female CEO in its history, speaks about her insights into building trust &amp; creating an inclusive mindset."
x1090920197450596352,1,Yes,Yes,No,No,No,Yes,No,No,No,No,How 7 tech companies are fighting workplace sexism https://t.co/wzeBmSUNCu #inclusion #equality https://t.co/rH2wRb94f2
x971714513920839680,1,Yes,No,No,No,No,Yes,No,No,No,No,"Happy #InternationalWomensDay Unconscious bias may prevent us fully embracing the possibilities of diversity. @jaschelling, VP Global Talent Development @DSM shares his thoughts! #PressforProgress https://t.co/4WBkMECK28"
x1389696651766472708,1,Yes,Yes,No,No,Yes,No,No,No,No,No,"""For either the climate action or racial justice movement to fully succeed, they must be treated as inextricably linked,"" write @DavidLammy and @ManishBapnaWRI https://t.co/R5VGSVjBRv"
x1375197676015341575,1,Yes,Yes,No,No,Yes,No,No,No,No,No,"We condemn racism and are committed to #diversity and social #justice across RELX. Discover how we are working to drive lasting change, both within our business and in the communities where we live and work globally: https://t.co/OEy4fHH9jk #DiversityAndI"
